,Datetime,Region,Technology,Emission,Value
451,2063,reg1,Wind_PP,CO2,0.0
452,2064,reg1,Wind_PP,CO2,0.0
453,2065,reg1,Wind_PP,CO2,0.0
454,2066,reg1,Wind_PP,CO2,0.0
455,2067,reg1,Wind_PP,CO2,0.0
456,2068,reg1,Wind_PP,CO2,0.0
457,2069,reg1,Wind_PP,CO2,0.0
458,2070,reg1,Wind_PP,CO2,0.0
459,2020,reg1,Hydro_PP,CO2,0.0
460,2021,reg1,Hydro_PP,CO2,0.0
461,2022,reg1,Hydro_PP,CO2,0.0
462,2023,reg1,Hydro_PP,CO2,0.0
463,2024,reg1,Hydro_PP,CO2,0.0
464,2025,reg1,Hydro_PP,CO2,0.0
465,2026,reg1,Hydro_PP,CO2,0.0
466,2027,reg1,Hydro_PP,CO2,0.0
467,2028,reg1,Hydro_PP,CO2,0.0
468,2029,reg1,Hydro_PP,CO2,0.0
469,2030,reg1,Hydro_PP,CO2,0.0
470,2031,reg1,Hydro_PP,CO2,0.0
471,2032,reg1,Hydro_PP,CO2,0.0
472,2033,reg1,Hydro_PP,CO2,0.0
473,2034,reg1,Hydro_PP,CO2,0.0
474,2035,reg1,Hydro_PP,CO2,0.0
475,2036,reg1,Hydro_PP,CO2,0.0
476,2037,reg1,Hydro_PP,CO2,0.0
477,2038,reg1,Hydro_PP,CO2,0.0
478,2039,reg1,Hydro_PP,CO2,0.0
479,2040,reg1,Hydro_PP,CO2,0.0
480,2041,reg1,Hydro_PP,CO2,0.0
481,2042,reg1,Hydro_PP,CO2,0.0
482,2043,reg1,Hydro_PP,CO2,0.0
483,2044,reg1,Hydro_PP,CO2,0.0
484,2045,reg1,Hydro_PP,CO2,0.0
485,2046,reg1,Hydro_PP,CO2,0.0
486,2047,reg1,Hydro_PP,CO2,0.0
487,2048,reg1,Hydro_PP,CO2,0.0
488,2049,reg1,Hydro_PP,CO2,0.0
489,2050,reg1,Hydro_PP,CO2,0.0
490,2051,reg1,Hydro_PP,CO2,0.0
491,2052,reg1,Hydro_PP,CO2,0.0
492,2053,reg1,Hydro_PP,CO2,0.0
493,2054,reg1,Hydro_PP,CO2,0.0
494,2055,reg1,Hydro_PP,CO2,0.0
495,2056,reg1,Hydro_PP,CO2,0.0
496,2057,reg1,Hydro_PP,CO2,0.0
497,2058,reg1,Hydro_PP,CO2,0.0
498,2059,reg1,Hydro_PP,CO2,0.0
499,2060,reg1,Hydro_PP,CO2,0.0
500,2061,reg1,Hydro_PP,CO2,0.0
501,2062,reg1,Hydro_PP,CO2,0.0
502,2063,reg1,Hydro_PP,CO2,0.0
503,2064,reg1,Hydro_PP,CO2,0.0
504,2065,reg1,Hydro_PP,CO2,0.0
505,2066,reg1,Hydro_PP,CO2,0.0
506,2067,reg1,Hydro_PP,CO2,0.0
507,2068,reg1,Hydro_PP,CO2,0.0
508,2069,reg1,Hydro_PP,CO2,0.0
509,2070,reg1,Hydro_PP,CO2,0.0
510,2020,reg1,Pump_hydro_PP,CO2,0.0
511,2021,reg1,Pump_hydro_PP,CO2,0.0
512,2022,reg1,Pump_hydro_PP,CO2,0.0
513,2023,reg1,Pump_hydro_PP,CO2,0.0
514,2024,reg1,Pump_hydro_PP,CO2,0.0
515,2025,reg1,Pump_hydro_PP,CO2,0.0
516,2026,reg1,Pump_hydro_PP,CO2,0.0
517,2027,reg1,Pump_hydro_PP,CO2,0.0
518,2028,reg1,Pump_hydro_PP,CO2,0.0
519,2029,reg1,Pump_hydro_PP,CO2,0.0
520,2030,reg1,Pump_hydro_PP,CO2,0.0
521,2031,reg1,Pump_hydro_PP,CO2,0.0
522,2032,reg1,Pump_hydro_PP,CO2,0.0
523,2033,reg1,Pump_hydro_PP,CO2,0.0
524,2034,reg1,Pump_hydro_PP,CO2,0.0
525,2035,reg1,Pump_hydro_PP,CO2,0.0
526,2036,reg1,Pump_hydro_PP,CO2,0.0
527,2037,reg1,Pump_hydro_PP,CO2,0.0
528,2038,reg1,Pump_hydro_PP,CO2,0.0
529,2039,reg1,Pump_hydro_PP,CO2,0.0
530,2040,reg1,Pump_hydro_PP,CO2,0.0
531,2041,reg1,Pump_hydro_PP,CO2,0.0
532,2042,reg1,Pump_hydro_PP,CO2,0.0
533,2043,reg1,Pump_hydro_PP,CO2,0.0
534,2044,reg1,Pump_hydro_PP,CO2,0.0
535,2045,reg1,Pump_hydro_PP,CO2,0.0
536,2046,reg1,Pump_hydro_PP,CO2,0.0
537,2047,reg1,Pump_hydro_PP,CO2,0.0
538,2048,reg1,Pump_hydro_PP,CO2,0.0
539,2049,reg1,Pump_hydro_PP,CO2,0.0
540,2050,reg1,Pump_hydro_PP,CO2,0.0
541,2051,reg1,Pump_hydro_PP,CO2,0.0
542,2052,reg1,Pump_hydro_PP,CO2,0.0
543,2053,reg1,Pump_hydro_PP,CO2,0.0
544,2054,reg1,Pump_hydro_PP,CO2,0.0
545,2055,reg1,Pump_hydro_PP,CO2,0.0
546,2056,reg1,Pump_hydro_PP,CO2,0.0
547,2057,reg1,Pump_hydro_PP,CO2,0.0
548,2058,reg1,Pump_hydro_PP,CO2,0.0
549,2059,reg1,Pump_hydro_PP,CO2,0.0
550,2060,reg1,Pump_hydro_PP,CO2,0.0
551,2061,reg1,Pump_hydro_PP,CO2,0.0
552,2062,reg1,Pump_hydro_PP,CO2,0.0
553,2063,reg1,Pump_hydro_PP,CO2,0.0
554,2064,reg1,Pump_hydro_PP,CO2,0.0
555,2065,reg1,Pump_hydro_PP,CO2,0.0
556,2066,reg1,Pump_hydro_PP,CO2,0.0
557,2067,reg1,Pump_hydro_PP,CO2,0.0
558,2068,reg1,Pump_hydro_PP,CO2,0.0
559,2069,reg1,Pump_hydro_PP,CO2,0.0
560,2070,reg1,Pump_hydro_PP,CO2,0.0
561,2020,reg1,Electricity_imports,CO2,0.0
562,2021,reg1,Electricity_imports,CO2,0.0
563,2022,reg1,Electricity_imports,CO2,0.0
564,2023,reg1,Electricity_imports,CO2,0.0
565,2024,reg1,Electricity_imports,CO2,0.0
566,2025,reg1,Electricity_imports,CO2,0.0
567,2026,reg1,Electricity_imports,CO2,0.0
568,2027,reg1,Electricity_imports,CO2,0.0
569,2028,reg1,Electricity_imports,CO2,0.0
570,2029,reg1,Electricity_imports,CO2,0.0
571,2030,reg1,Electricity_imports,CO2,0.0
572,2031,reg1,Electricity_imports,CO2,0.0
573,2032,reg1,Electricity_imports,CO2,0.0
574,2033,reg1,Electricity_imports,CO2,0.0
575,2034,reg1,Electricity_imports,CO2,0.0
576,2035,reg1,Electricity_imports,CO2,0.0
577,2036,reg1,Electricity_imports,CO2,0.0
578,2037,reg1,Electricity_imports,CO2,0.0
579,2038,reg1,Electricity_imports,CO2,0.0
580,2039,reg1,Electricity_imports,CO2,0.0
581,2040,reg1,Electricity_imports,CO2,0.0
582,2041,reg1,Electricity_imports,CO2,0.0
583,2042,reg1,Electricity_imports,CO2,0.0
584,2043,reg1,Electricity_imports,CO2,0.0
585,2044,reg1,Electricity_imports,CO2,0.0
586,2045,reg1,Electricity_imports,CO2,0.0
587,2046,reg1,Electricity_imports,CO2,0.0
588,2047,reg1,Electricity_imports,CO2,0.0
589,2048,reg1,Electricity_imports,CO2,0.0
590,2049,reg1,Electricity_imports,CO2,0.0
591,2050,reg1,Electricity_imports,CO2,0.0
592,2051,reg1,Electricity_imports,CO2,0.0
593,2052,reg1,Electricity_imports,CO2,0.0
594,2053,reg1,Electricity_imports,CO2,0.0
595,2054,reg1,Electricity_imports,CO2,0.0
596,2055,reg1,Electricity_imports,CO2,0.0
597,2056,reg1,Electricity_imports,CO2,0.0
598,2057,reg1,Electricity_imports,CO2,0.0
599,2058,reg1,Electricity_imports,CO2,0.0
600,2059,reg1,Electricity_imports,CO2,0.0
601,2060,reg1,Electricity_imports,CO2,0.0
602,2061,reg1,Electricity_imports,CO2,0.0
603,2062,reg1,Electricity_imports,CO2,0.0
604,2063,reg1,Electricity_imports,CO2,0.0
605,2064,reg1,Electricity_imports,CO2,0.0
606,2065,reg1,Electricity_imports,CO2,0.0
607,2066,reg1,Electricity_imports,CO2,0.0
608,2067,reg1,Electricity_imports,CO2,0.0
609,2068,reg1,Electricity_imports,CO2,0.0
610,2069,reg1,Electricity_imports,CO2,0.0
611,2070,reg1,Electricity_imports,CO2,0.0
612,2020,reg1,Geo_HP,CO2,0.0
613,2021,reg1,Geo_HP,CO2,0.0
614,2022,reg1,Geo_HP,CO2,0.0
615,2023,reg1,Geo_HP,CO2,0.0
616,2024,reg1,Geo_HP,CO2,0.0
617,2025,reg1,Geo_HP,CO2,0.0
618,2026,reg1,Geo_HP,CO2,0.0
619,2027,reg1,Geo_HP,CO2,0.0
620,2028,reg1,Geo_HP,CO2,0.0
621,2029,reg1,Geo_HP,CO2,0.0
622,2030,reg1,Geo_HP,CO2,0.0
623,2031,reg1,Geo_HP,CO2,0.0
624,2032,reg1,Geo_HP,CO2,0.0
625,2033,reg1,Geo_HP,CO2,0.0
626,2034,reg1,Geo_HP,CO2,0.0
627,2035,reg1,Geo_HP,CO2,0.0
628,2036,reg1,Geo_HP,CO2,0.0
629,2037,reg1,Geo_HP,CO2,0.0
630,2038,reg1,Geo_HP,CO2,0.0
631,2039,reg1,Geo_HP,CO2,0.0
632,2040,reg1,Geo_HP,CO2,0.0
633,2041,reg1,Geo_HP,CO2,0.0
634,2042,reg1,Geo_HP,CO2,0.0
635,2043,reg1,Geo_HP,CO2,0.0
636,2044,reg1,Geo_HP,CO2,0.0
637,2045,reg1,Geo_HP,CO2,0.0
638,2046,reg1,Geo_HP,CO2,0.0
639,2047,reg1,Geo_HP,CO2,0.0
640,2048,reg1,Geo_HP,CO2,0.0
641,2049,reg1,Geo_HP,CO2,0.0
642,2050,reg1,Geo_HP,CO2,0.0
643,2051,reg1,Geo_HP,CO2,0.0
644,2052,reg1,Geo_HP,CO2,0.0
645,2053,reg1,Geo_HP,CO2,0.0
646,2054,reg1,Geo_HP,CO2,0.0
647,2055,reg1,Geo_HP,CO2,0.0
648,2056,reg1,Geo_HP,CO2,0.0
649,2057,reg1,Geo_HP,CO2,0.0
650,2058,reg1,Geo_HP,CO2,0.0
651,2059,reg1,Geo_HP,CO2,0.0
652,2060,reg1,Geo_HP,CO2,0.0
653,2061,reg1,Geo_HP,CO2,0.0
654,2062,reg1,Geo_HP,CO2,0.0
655,2063,reg1,Geo_HP,CO2,0.0
656,2064,reg1,Geo_HP,CO2,0.0
657,2065,reg1,Geo_HP,CO2,0.0
658,2066,reg1,Geo_HP,CO2,0.0
659,2067,reg1,Geo_HP,CO2,0.0
660,2068,reg1,Geo_HP,CO2,0.0
661,2069,reg1,Geo_HP,CO2,0.0
662,2070,reg1,Geo_HP,CO2,0.0
663,2020,reg1,SMR,CO2,0.0
664,2021,reg1,SMR,CO2,1142908121.2495627
665,2022,reg1,SMR,CO2,1337852862.0419652
666,2023,reg1,SMR,CO2,1423162048.7754097
667,2024,reg1,SMR,CO2,1567391715.6916518
668,2025,reg1,SMR,CO2,1714356518.0434399
669,2026,reg1,SMR,CO2,1839525610.9492464
670,2027,reg1,SMR,CO2,1969974351.4787245
671,2028,reg1,SMR,CO2,2105607740.18097
672,2029,reg1,SMR,CO2,2246324228.2529545
673,2030,reg1,SMR,CO2,2392015137.9796453
674,2031,reg1,SMR,CO2,2417546854.6417522
675,2032,reg1,SMR,CO2,2442117132.0900164
676,2033,reg1,SMR,CO2,2461825339.1089306
677,2034,reg1,SMR,CO2,2480995559.6313896
678,2035,reg1,SMR,CO2,2499450267.6583967
679,2036,reg1,SMR,CO2,2465962954.6422634
680,2037,reg1,SMR,CO2,2421332071.853318
681,2038,reg1,SMR,CO2,2323982345.1095743
682,2039,reg1,SMR,CO2,2291043114.871213
683,2040,reg1,SMR,CO2,2258103884.632851
684,2041,reg1,SMR,CO2,2230560851.5517154
685,2042,reg1,SMR,CO2,2203017818.470578
686,2043,reg1,SMR,CO2,2175473891.2683578
687,2044,reg1,SMR,CO2,2147934775.163168
688,2045,reg1,SMR,CO2,2120493405.8867505
689,2046,reg1,SMR,CO2,2107721184.016962
690,2047,reg1,SMR,CO2,2094948962.1471748
691,2048,reg1,SMR,CO2,2090975807.7253902
692,2049,reg1,SMR,CO2,2086491665.117511
693,2050,reg1,SMR,CO2,2075764738.6539638
694,2051,reg1,SMR,CO2,2073817001.75026
695,2052,reg1,SMR,CO2,2073817001.75026
696,2053,reg1,SMR,CO2,2073817001.75026
697,2054,reg1,SMR,CO2,2073817001.75026
698,2055,reg1,SMR,CO2,2073817001.75026
699,2056,reg1,SMR,CO2,2073817001.75026
700,2057,reg1,SMR,CO2,2073817001.75026
701,2058,reg1,SMR,CO2,2073817001.75026
702,2059,reg1,SMR,CO2,2073817001.75026
703,2060,reg1,SMR,CO2,2073817001.75026
704,2061,reg1,SMR,CO2,2073817001.75026
705,2062,reg1,SMR,CO2,2073817001.75026
706,2063,reg1,SMR,CO2,2073817001.75026
707,2064,reg1,SMR,CO2,2073817001.75026
708,2065,reg1,SMR,CO2,2073817001.75026
709,2066,reg1,SMR,CO2,2073817001.75026
710,2067,reg1,SMR,CO2,2073817001.75026
711,2068,reg1,SMR,CO2,2073817001.75026
712,2069,reg1,SMR,CO2,2073817001.75026
713,2070,reg1,SMR,CO2,2054928026.747073
714,2020,reg1,SMR_CCS,CO2,0.0
715,2021,reg1,SMR_CCS,CO2,0.0
716,2022,reg1,SMR_CCS,CO2,0.0
717,2023,reg1,SMR_CCS,CO2,0.0
718,2024,reg1,SMR_CCS,CO2,0.0
719,2025,reg1,SMR_CCS,CO2,0.0
720,2026,reg1,SMR_CCS,CO2,0.0
721,2027,reg1,SMR_CCS,CO2,0.0
722,2028,reg1,SMR_CCS,CO2,0.0
723,2029,reg1,SMR_CCS,CO2,0.0
724,2030,reg1,SMR_CCS,CO2,0.0
725,2031,reg1,SMR_CCS,CO2,0.0
726,2032,reg1,SMR_CCS,CO2,0.0
727,2033,reg1,SMR_CCS,CO2,0.0
728,2034,reg1,SMR_CCS,CO2,0.0
729,2035,reg1,SMR_CCS,CO2,0.0
730,2036,reg1,SMR_CCS,CO2,0.0
731,2037,reg1,SMR_CCS,CO2,0.0
732,2038,reg1,SMR_CCS,CO2,0.0
733,2039,reg1,SMR_CCS,CO2,0.0
734,2040,reg1,SMR_CCS,CO2,0.0
735,2041,reg1,SMR_CCS,CO2,0.0
736,2042,reg1,SMR_CCS,CO2,0.0
737,2043,reg1,SMR_CCS,CO2,0.0
738,2044,reg1,SMR_CCS,CO2,0.0
739,2045,reg1,SMR_CCS,CO2,0.0
740,2046,reg1,SMR_CCS,CO2,0.0
741,2047,reg1,SMR_CCS,CO2,0.0
742,2048,reg1,SMR_CCS,CO2,0.0
743,2049,reg1,SMR_CCS,CO2,0.0
744,2050,reg1,SMR_CCS,CO2,0.0
745,2051,reg1,SMR_CCS,CO2,0.0
746,2052,reg1,SMR_CCS,CO2,0.0
747,2053,reg1,SMR_CCS,CO2,0.0
748,2054,reg1,SMR_CCS,CO2,0.0
749,2055,reg1,SMR_CCS,CO2,0.0
750,2056,reg1,SMR_CCS,CO2,0.0
751,2057,reg1,SMR_CCS,CO2,0.0
752,2058,reg1,SMR_CCS,CO2,0.0
753,2059,reg1,SMR_CCS,CO2,0.0
754,2060,reg1,SMR_CCS,CO2,0.0
755,2061,reg1,SMR_CCS,CO2,0.0
756,2062,reg1,SMR_CCS,CO2,0.0
757,2063,reg1,SMR_CCS,CO2,5.267981914219671e-09
758,2064,reg1,SMR_CCS,CO2,5.267981914219671e-09
759,2065,reg1,SMR_CCS,CO2,0.0
760,2066,reg1,SMR_CCS,CO2,1.5803945742659012e-08
761,2067,reg1,SMR_CCS,CO2,0.0
762,2068,reg1,SMR_CCS,CO2,0.0
763,2069,reg1,SMR_CCS,CO2,0.0
764,2070,reg1,SMR_CCS,CO2,0.0
765,2020,reg1,Methane_pyrolysis,CO2,0.0
766,2021,reg1,Methane_pyrolysis,CO2,0.0
767,2022,reg1,Methane_pyrolysis,CO2,0.0
768,2023,reg1,Methane_pyrolysis,CO2,0.0
769,2024,reg1,Methane_pyrolysis,CO2,0.0
770,2025,reg1,Methane_pyrolysis,CO2,0.0
771,2026,reg1,Methane_pyrolysis,CO2,0.0
772,2027,reg1,Methane_pyrolysis,CO2,0.0
773,2028,reg1,Methane_pyrolysis,CO2,0.0
774,2029,reg1,Methane_pyrolysis,CO2,0.0
775,2030,reg1,Methane_pyrolysis,CO2,0.0
776,2031,reg1,Methane_pyrolysis,CO2,0.0
777,2032,reg1,Methane_pyrolysis,CO2,0.0
778,2033,reg1,Methane_pyrolysis,CO2,0.0
779,2034,reg1,Methane_pyrolysis,CO2,0.0
780,2035,reg1,Methane_pyrolysis,CO2,0.0
781,2036,reg1,Methane_pyrolysis,CO2,0.0
782,2037,reg1,Methane_pyrolysis,CO2,0.0
783,2038,reg1,Methane_pyrolysis,CO2,0.0
784,2039,reg1,Methane_pyrolysis,CO2,0.0
785,2040,reg1,Methane_pyrolysis,CO2,0.0
786,2041,reg1,Methane_pyrolysis,CO2,0.0
787,2042,reg1,Methane_pyrolysis,CO2,0.0
788,2043,reg1,Methane_pyrolysis,CO2,0.0
789,2044,reg1,Methane_pyrolysis,CO2,0.0
790,2045,reg1,Methane_pyrolysis,CO2,0.0
791,2046,reg1,Methane_pyrolysis,CO2,0.0
792,2047,reg1,Methane_pyrolysis,CO2,0.0
793,2048,reg1,Methane_pyrolysis,CO2,0.0
794,2049,reg1,Methane_pyrolysis,CO2,0.0
795,2050,reg1,Methane_pyrolysis,CO2,0.0
796,2051,reg1,Methane_pyrolysis,CO2,0.0
797,2052,reg1,Methane_pyrolysis,CO2,0.0
798,2053,reg1,Methane_pyrolysis,CO2,0.0
799,2054,reg1,Methane_pyrolysis,CO2,0.0
800,2055,reg1,Methane_pyrolysis,CO2,0.0
801,2056,reg1,Methane_pyrolysis,CO2,0.0
802,2057,reg1,Methane_pyrolysis,CO2,0.0
803,2058,reg1,Methane_pyrolysis,CO2,0.0
804,2059,reg1,Methane_pyrolysis,CO2,0.0
805,2060,reg1,Methane_pyrolysis,CO2,0.0
806,2061,reg1,Methane_pyrolysis,CO2,0.0
807,2062,reg1,Methane_pyrolysis,CO2,0.0
808,2063,reg1,Methane_pyrolysis,CO2,0.0
809,2064,reg1,Methane_pyrolysis,CO2,0.0
810,2065,reg1,Methane_pyrolysis,CO2,0.0
811,2066,reg1,Methane_pyrolysis,CO2,0.0
812,2067,reg1,Methane_pyrolysis,CO2,0.0
813,2068,reg1,Methane_pyrolysis,CO2,0.0
814,2069,reg1,Methane_pyrolysis,CO2,0.0
815,2070,reg1,Methane_pyrolysis,CO2,0.0
816,2020,reg1,Electrolysis,CO2,0.0
817,2021,reg1,Electrolysis,CO2,0.0
818,2022,reg1,Electrolysis,CO2,0.0
819,2023,reg1,Electrolysis,CO2,0.0
820,2024,reg1,Electrolysis,CO2,0.0
821,2025,reg1,Electrolysis,CO2,0.0
822,2026,reg1,Electrolysis,CO2,0.0
823,2027,reg1,Electrolysis,CO2,0.0
824,2028,reg1,Electrolysis,CO2,0.0
825,2029,reg1,Electrolysis,CO2,0.0
826,2030,reg1,Electrolysis,CO2,0.0
827,2031,reg1,Electrolysis,CO2,0.0
828,2032,reg1,Electrolysis,CO2,0.0
829,2033,reg1,Electrolysis,CO2,0.0
830,2034,reg1,Electrolysis,CO2,0.0
831,2035,reg1,Electrolysis,CO2,0.0
832,2036,reg1,Electrolysis,CO2,0.0
833,2037,reg1,Electrolysis,CO2,0.0
834,2038,reg1,Electrolysis,CO2,0.0
835,2039,reg1,Electrolysis,CO2,0.0
836,2040,reg1,Electrolysis,CO2,0.0
837,2041,reg1,Electrolysis,CO2,0.0
838,2042,reg1,Electrolysis,CO2,0.0
839,2043,reg1,Electrolysis,CO2,0.0
840,2044,reg1,Electrolysis,CO2,0.0
841,2045,reg1,Electrolysis,CO2,0.0
842,2046,reg1,Electrolysis,CO2,0.0
843,2047,reg1,Electrolysis,CO2,0.0
844,2048,reg1,Electrolysis,CO2,0.0
845,2049,reg1,Electrolysis,CO2,0.0
846,2050,reg1,Electrolysis,CO2,0.0
847,2051,reg1,Electrolysis,CO2,0.0
848,2052,reg1,Electrolysis,CO2,0.0
849,2053,reg1,Electrolysis,CO2,0.0
850,2054,reg1,Electrolysis,CO2,0.0
851,2055,reg1,Electrolysis,CO2,0.0
852,2056,reg1,Electrolysis,CO2,0.0
853,2057,reg1,Electrolysis,CO2,0.0
854,2058,reg1,Electrolysis,CO2,0.0
855,2059,reg1,Electrolysis,CO2,0.0
856,2060,reg1,Electrolysis,CO2,0.0
857,2061,reg1,Electrolysis,CO2,0.0
858,2062,reg1,Electrolysis,CO2,0.0
859,2063,reg1,Electrolysis,CO2,0.0
860,2064,reg1,Electrolysis,CO2,0.0
861,2065,reg1,Electrolysis,CO2,0.0
862,2066,reg1,Electrolysis,CO2,0.0
863,2067,reg1,Electrolysis,CO2,0.0
864,2068,reg1,Electrolysis,CO2,0.0
865,2069,reg1,Electrolysis,CO2,0.0
866,2070,reg1,Electrolysis,CO2,0.0
867,2020,reg1,SFF_PP,CO2,17281877690.880013
868,2021,reg1,SFF_PP,CO2,16590602583.2448
869,2022,reg1,SFF_PP,CO2,15899327475.609604
870,2023,reg1,SFF_PP,CO2,15208052367.974405
871,2024,reg1,SFF_PP,CO2,14516777260.339195
872,2025,reg1,SFF_PP,CO2,13825502152.704006
873,2026,reg1,SFF_PP,CO2,13134227045.06881
874,2027,reg1,SFF_PP,CO2,12442951937.433607
875,2028,reg1,SFF_PP,CO2,11751676829.798403
876,2029,reg1,SFF_PP,CO2,11060401722.163206
877,2030,reg1,SFF_PP,CO2,10369126614.528011
878,2031,reg1,SFF_PP,CO2,9677851506.892815
879,2032,reg1,SFF_PP,CO2,8986576399.257612
880,2033,reg1,SFF_PP,CO2,8295301291.622407
881,2034,reg1,SFF_PP,CO2,7604026183.987212
882,2035,reg1,SFF_PP,CO2,6912751076.35201
883,2036,reg1,SFF_PP,CO2,6221475968.716811
884,2037,reg1,SFF_PP,CO2,5530200861.081609
885,2038,reg1,SFF_PP,CO2,4838925753.446409
886,2039,reg1,SFF_PP,CO2,4147650645.81121
887,2040,reg1,SFF_PP,CO2,3456375538.176008
888,2041,reg1,SFF_PP,CO2,2765100430.540809
889,2042,reg1,SFF_PP,CO2,2073825322.9056077
890,2043,reg1,SFF_PP,CO2,1382550215.2704098
891,2044,reg1,SFF_PP,CO2,691275107.6352084
892,2045,reg1,SFF_PP,CO2,2.8243007932360342e-05
893,2046,reg1,SFF_PP,CO2,0.0
894,2047,reg1,SFF_PP,CO2,0.0
895,2048,reg1,SFF_PP,CO2,0.0
896,2049,reg1,SFF_PP,CO2,0.0
897,2050,reg1,SFF_PP,CO2,0.0
898,2051,reg1,SFF_PP,CO2,0.0
899,2052,reg1,SFF_PP,CO2,0.0
900,2053,reg1,SFF_PP,CO2,0.0
901,2054,reg1,SFF_PP,CO2,0.0
902,2055,reg1,SFF_PP,CO2,0.0
903,2056,reg1,SFF_PP,CO2,0.0
904,2057,reg1,SFF_PP,CO2,0.0
905,2058,reg1,SFF_PP,CO2,0.0
906,2059,reg1,SFF_PP,CO2,0.0
907,2060,reg1,SFF_PP,CO2,0.0
908,2061,reg1,SFF_PP,CO2,0.0
909,2062,reg1,SFF_PP,CO2,0.0
910,2063,reg1,SFF_PP,CO2,0.0
911,2064,reg1,SFF_PP,CO2,0.0
912,2065,reg1,SFF_PP,CO2,0.0
913,2066,reg1,SFF_PP,CO2,0.0
914,2067,reg1,SFF_PP,CO2,0.0
915,2068,reg1,SFF_PP,CO2,0.0
916,2069,reg1,SFF_PP,CO2,0.0
917,2070,reg1,SFF_PP,CO2,0.0
918,2020,reg1,Oil_PP,CO2,0.0
919,2021,reg1,Oil_PP,CO2,0.0
920,2022,reg1,Oil_PP,CO2,7827411748.650664
921,2023,reg1,Oil_PP,CO2,0.0
922,2024,reg1,Oil_PP,CO2,0.0
923,2025,reg1,Oil_PP,CO2,0.0
924,2026,reg1,Oil_PP,CO2,0.0
925,2027,reg1,Oil_PP,CO2,0.0
926,2028,reg1,Oil_PP,CO2,0.0
927,2029,reg1,Oil_PP,CO2,0.0
928,2030,reg1,Oil_PP,CO2,0.0
929,2031,reg1,Oil_PP,CO2,289221499.05603456
930,2032,reg1,Oil_PP,CO2,611035811.756529
931,2033,reg1,Oil_PP,CO2,422029940.6240346
932,2034,reg1,Oil_PP,CO2,324609824.9787705
933,2035,reg1,Oil_PP,CO2,294043586.84619546
934,2036,reg1,Oil_PP,CO2,263164860.98243928
935,2037,reg1,Oil_PP,CO2,232112632.78745663
936,2038,reg1,Oil_PP,CO2,201060404.5925574
937,2039,reg1,Oil_PP,CO2,170008176.39759907
938,2040,reg1,Oil_PP,CO2,138955948.20260832
939,2041,reg1,Oil_PP,CO2,107954371.53288619
940,2042,reg1,Oil_PP,CO2,76952794.86309111
